Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,weekday_name,day,month,year,temp_spread,Tavg2,r_humidity,len_day
1,2007-07-11,77,62,70.0,-3,10.56,59,0, 5,426,1928, ,0,M,0.0,0.00,29.23,29.93,8.8,30,10.9,Wednesday,11,July,2007,15,21.11,0.51,901.2000000000002
2,2007-07-11,77,63,70.0,-3,10.56,59,0, 5,426,1928, ,M,M,M,0.00,29.28,29.92,9.1,30,11.2,Wednesday,11,July,2007,14,21.11,0.51,901.2000000000002
1,2007-07-12,80,61,71.0,-2,10.56,59,0, 6,427,1928, ,0,M,0.0,0.00,29.22,29.93,9.4,29,11.1,Thursday,12,July,2007,19,21.67,0.49,900.6000000000001
2,2007-07-12,80,60,70.0,-2,10.56,60,0, 5,427,1928,VCTS,M,M,M,0.00,29.28,29.92,10.0,28,11.4,Thursday,12,July,2007,20,21.11,0.51,900.6000000000001
1,2007-07-13,78,58,68.0,-5,11.11,58,0, 3,428,1927, ,0,M,0.0,0.00,29.26,29.98,1.4,1,5.3,Friday,13,July,2007,20,20.0,0.57,899.4000000000001
2,2007-07-13,74,59,67.0,-5,11.67,59,0, 2,428,1927, ,M,M,M,0.00,29.33,29.98,2.0,7,5.8,Friday,13,July,2007,15,19.44,0.61,899.4000000000001
1,2007-07-14,84,61,73.0,0,12.78,62,0, 8,428,1927, ,0,M,0.0,0.00,29.08,29.79,8.3,26,13.2,Saturday,14,July,2007,23,22.78,0.53,899.4000000000001
2,2007-07-14,85,62,74.0,0,12.78,62,0, 9,428,1927, ,M,M,M,0.00,29.14,29.79,8.4,25,13.9,Saturday,14,July,2007,23,23.33,0.52,899.4000000000001
1,2007-07-15,82,60,71.0,-3,11.67,61,0, 6,429,1926, ,0,M,0.0,0.00,29.19,29.89,2.1,29,4.9,Sunday,15,July,2007,22,21.67,0.53,898.2000000000002
2,2007-07-15,80,64,72.0,-3,11.11,61,0, 7,429,1926, ,M,M,M,0.00,29.25,29.88,1.2,9,6.5,Sunday,15,July,2007,16,22.22,0.49,898.2000000000002
1,2007-07-16,82,65,74.0,0,15.56,65,0, 9,430,1925,RA BR,0,M,0.0,0.39,29.25,29.96,4.4,24,5.2,Monday,16,July,2007,17,23.33,0.62,897.0
2,2007-07-16,82,66,74.0,0,15.56,65,0, 9,430,1925,TSRA RA,M,M,M,0.07,29.31,29.94,5.6,23,6.6,Monday,16,July,2007,16,23.33,0.62,897.0
1,2007-07-17,83,68,76.0,2,18.89,69,0,11,431,1925,RA BR VCTS,0,M,0.0,0.11,29.18,29.90,5.2,23,6.5,Tuesday,17,July,2007,15,24.44,0.71,896.4000000000001
2,2007-07-17,83,69,76.0,2,18.33,69,0,11,431,1925,RA BR,M,M,M,0.11,29.24,29.89,6.3,23,7.4,Tuesday,17,July,2007,14,24.44,0.69,896.4000000000001
1,2007-07-18,85,69,77.0,3,20.0,71,0,12,432,1924,TSRA RA BR VCTS,0,M,0.0,1.55,29.11,29.84,9.1,24,10.1,Wednesday,18,July,2007,16,25.0,0.74,895.1999999999998
2,2007-07-18,85,69,77.0,3,20.56,71,0,12,432,1924,TS TSRA RA BR HZ VCTS,M,M,M,0.92,29.18,29.83,10.3,24,10.6,Wednesday,18,July,2007,16,25.0,0.76,895.1999999999998
1,2007-07-19,83,63,73.0,-1,17.22,66,0, 8,433,1923,DZ BR,0,M,0.0,0.16,29.21,29.90,7.0,1,11.9,Thursday,19,July,2007,20,22.78,0.71,894.0
2,2007-07-19,82,63,73.0,-1,16.67,66,0, 8,433,1923,BR HZ,M,M,M,0.01,29.26,29.88,7.7,36,14.4,Thursday,19,July,2007,19,22.78,0.68,894.0
1,2007-07-20,75,58,67.0,-7,11.67,59,0, 2,433,1923, ,0,M,0.0,0.00,29.44,30.14,8.6,3,9.1,Friday,20,July,2007,17,19.44,0.61,894.0
2,2007-07-20,74,62,68.0,-7,11.11,59,0, 3,433,1923, ,M,M,M,0.00,29.49,30.12,11.3,4,11.5,Friday,20,July,2007,12,20.0,0.57,894.0
1,2007-07-21,74,58,66.0,-8,11.11,58,0, 1,434,1922, ,0,M,0.0,0.00,29.51,30.22,6.5,3,7.4,Saturday,21,July,2007,16,18.89,0.61,892.7999999999998
2,2007-07-21,75,58,67.0,-8,11.11,59,0, 2,434,1922, ,M,M,M,0.00,29.57,30.21,5.8,4,7.4,Saturday,21,July,2007,17,19.44,0.59,892.7999999999998
1,2007-07-22,81,58,70.0,-4,12.78,61,0, 5,435,1921, ,0,M,0.0,0.00,29.49,30.21,1.7,16,3.3,Sunday,22,July,2007,23,21.11,0.59,891.6000000000001
2,2007-07-22,81,61,71.0,-4,12.22,61,0, 6,435,1921, ,M,M,M,0.00,29.54,30.20,1.9,18,3.5,Sunday,22,July,2007,20,21.67,0.55,891.6000000000001
1,2007-07-23,83,60,72.0,-2,12.78,63,0, 7,436,1920, ,0,M,0.0,0.00,29.37,30.10,3.2,9,4.0,Monday,23,July,2007,23,22.22,0.55,890.4
2,2007-07-23,82,63,73.0,-2,12.78,63,0, 8,436,1920, ,M,M,M,0.00,29.42,30.09,2.9,12,3.9,Monday,23,July,2007,19,22.78,0.53,890.4
1,2007-07-24,82,65,74.0,0,14.44,64,0, 9,437,1919, ,0,M,0.0,0.00,29.32,30.04,3.1,20,5.2,Tuesday,24,July,2007,17,23.33,0.57,889.2
2,2007-07-24,82,65,74.0,0,13.89,64,0, 9,437,1919, ,M,M,M,0,29.38,30.03,1.1,21,4.9,Tuesday,24,July,2007,17,23.33,0.55,889.2
1,2007-07-25,85,71,78.0,4,16.11,67,0,13,438,1918, ,0,M,0.0,0,29.29,30.00,5.8,25,6.6,Wednesday,25,July,2007,14,25.56,0.56,888.0
2,2007-07-25,83,70,77.0,4,15.56,66,0,12,438,1918, ,M,M,M,0.00,29.35,29.99,6.4,23,7.0,Wednesday,25,July,2007,13,25.0,0.56,888.0
1,2007-07-26,83,66,75.0,1,18.33,68,0,10,439,1918,TS TSRA RA BR HZ,0,M,0.0,0.19,29.19,29.92,7.2,22,9.4,Thursday,26,July,2007,17,23.89,0.71,887.4
2,2007-07-26,84,64,74.0,1,18.33,68,0, 9,439,1918,TS TSRA BR HZ,M,M,M,0.89,29.25,29.91,7.2,22,9.9,Thursday,26,July,2007,20,23.33,0.74,887.4
1,2007-07-27,83,70,77.0,3,20.0,70,0,12,440,1917,RA BR HZ,0,M,0.0,0.17,29.11,29.82,3.0,3,7.9,Friday,27,July,2007,13,25.0,0.74,886.2
2,2007-07-27,83,70,77.0,3,19.44,70,0,12,440,1917,RA BR HZ,M,M,M,0.04,29.16,29.80,1.2,36,8.1,Friday,27,July,2007,13,25.0,0.71,886.2
1,2007-07-28,80,66,73.0,-1,18.33,68,0, 8,441,1916,BR HZ,0,M,0.0,0.00,29.23,29.93,10.0,3,10.2,Saturday,28,July,2007,14,22.78,0.76,884.9999999999999
2,2007-07-28,80,70,75.0,-1,18.33,68,0,10,441,1916,BR HZ,M,M,M,0.00,29.28,29.91,10.6,3,10.7,Saturday,28,July,2007,10,23.89,0.71,884.9999999999999
1,2007-07-29,85,63,74.0,0,13.89,64,0, 9,442,1915, ,0,M,0.0,0.00,29.28,29.99,4.8,5,5.7,Sunday,29,July,2007,22,23.33,0.55,883.8
2,2007-07-29,85,67,76.0,0,13.33,64,0,11,442,1915, ,M,M,M,0.00,29.34,29.97,6.3,5,6.9,Sunday,29,July,2007,18,24.44,0.5,883.8
1,2007-07-30,89,62,76.0,2,12.78,64,0,11,443,1914, ,0,M,0.0,0.00,29.33,30.03,3.8,6,4.3,Monday,30,July,2007,27,24.44,0.48,882.6000000000001
2,2007-07-30,86,65,76.0,2,13.89,65,0,11,443,1914, ,M,M,M,0.00,29.39,30.01,3.1,6,4.6,Monday,30,July,2007,21,24.44,0.52,882.6000000000001
1,2007-07-31,91,68,80.0,6,16.11,68,0,15,444,1913, ,0,M,0.0,0.00,29.33,30.04,3.3,4,4.9,Tuesday,31,July,2007,23,26.67,0.52,881.3999999999999
2,2007-07-31,89,69,79.0,6,15.56,68,0,14,444,1913, ,M,M,M,0.00,29.39,30.02,4.0,7,5.0,Tuesday,31,July,2007,20,26.11,0.52,881.3999999999999
1,2007-08-01,92,69,81.0,8,16.67,69,0,16,445,1911,HZ,0,M,0.0,0.00,29.29,30.00,3.5,9,4.1,Wednesday,1,August,2007,23,27.22,0.53,879.5999999999999
2,2007-08-01,91,69,80.0,8,17.22,70,0,15,445,1911, ,M,M,M,0.00,29.34,29.98,2.1,13,3.7,Wednesday,1,August,2007,22,26.67,0.56,879.5999999999999
1,2007-08-02,91,70,81.0,8,18.89,71,0,16,446,1910,HZ,0,M,0.0,0.00,29.26,29.97,5.5,26,5.9,Thursday,2,August,2007,21,27.22,0.6,878.4
2,2007-08-02,91,73,82.0,8,18.89,72,0,17,446,1910, ,M,M,M,0.00,29.31,29.95,6.5,23,7.2,Thursday,2,August,2007,18,27.78,0.59,878.4
1,2007-08-03,90,69,80.0,7,13.33,66,0,15,447,1909, ,0,M,0.0,0.00,29.31,30.02,2.7,3,5.7,Friday,3,August,2007,21,26.67,0.44,877.2
2,2007-08-03,88,73,81.0,7,14.44,67,0,16,447,1909, ,M,M,M,0.00,29.36,30.00,3.3,6,5.8,Friday,3,August,2007,15,27.22,0.46,877.2
1,2007-08-04,81,64,73.0,0,14.44,64,0, 8,448,1908,RA,0,M,0.0,0.03,29.31,30.03,5.7,8,6.1,Saturday,4,August,2007,17,22.78,0.59,876.0
2,2007-08-04,81,68,75.0,0,14.44,65,0,10,448,1908,RA,M,M,M,0.02,29.36,30.01,5.9,9,6.6,Saturday,4,August,2007,13,23.89,0.56,876.0
1,2007-08-05,88,67,78.0,5,21.67,73,0,13,449,1907,TSRA RA BR HZ,0,M,0.0,1.43,29.08,29.81,5.4,21,9.6,Sunday,5,August,2007,21,25.56,0.79,874.8
2,2007-08-05,88,68,78.0,5,21.67,72,0,13,449,1907,TSRA RA BR VCTS,M,M,M,0.97,29.15,29.79,7.0,22,10.2,Sunday,5,August,2007,20,25.56,0.79,874.8
1,2007-08-06,88,74,81.0,8,22.22,74,0,16,450,1906,TSRA RA BR HZ,0,M,0.0,0.26,29.13,29.83,1.6,10,4.9,Monday,6,August,2007,14,27.22,0.74,873.5999999999999
2,2007-08-06,85,75,80.0,8,22.22,74,0,15,450,1906,TS TSRA BR HZ,M,M,M,0.05,29.17,29.81,2.6,10,4.6,Monday,6,August,2007,10,26.67,0.77,873.5999999999999
1,2007-08-07,91,72,82.0,9,22.78,76,0,17,451,1904,RA BR,0,M,0.0,1.31,29.06,29.76,6.2,25,9.0,Tuesday,7,August,2007,19,27.78,0.74,871.8
2,2007-08-07,92,73,83.0,9,22.78,76,0,18,451,1904,VCTS,M,M,M,0.06,29.11,29.74,6.3,24,8.8,Tuesday,7,August,2007,19,28.33,0.72,871.8
1,2007-08-08,87,73,80.0,7,21.67,73,0,15,452,1903,TSRA RA BR,0,M,0.0,0.06,29.13,29.83,3.0,3,6.9,Wednesday,8,August,2007,14,26.67,0.74,870.6000000000001
2,2007-08-08,87,74,81.0,7,22.22,74,0,16,452,1903,TSRA RA DZ BR HZ,M,M,M,0.09,29.18,29.81,1.5,4,6.4,Wednesday,8,August,2007,13,27.22,0.74,870.6000000000001
1,2007-08-09,84,72,78.0,5,21.67,73,0,13,453,1902,TSRA RA,0,M,0.0,0.05,29.13,29.84,2.5,29,6.0,Thursday,9,August,2007,12,25.56,0.79,869.4000000000001
2,2007-08-09,85,73,79.0,5,21.67,73,0,14,453,1902,TSRA BR HZ,M,M,M,0.46,29.19,29.82,3.1,27,6.3,Thursday,9,August,2007,12,26.11,0.77,869.4000000000001
1,2007-08-10,86,70,78.0,5,20.0,72,0,13,454,1900,BR,0,M,0.0,0.00,29.26,29.96,4.5,2,5.9,Friday,10,August,2007,16,25.56,0.71,867.6
2,2007-08-10,86,73,80.0,5,20.56,72,0,15,454,1900, ,M,M,M,0.00,29.32,29.94,3.0,6,5.4,Friday,10,August,2007,13,26.67,0.69,867.6
1,2007-08-11,89,67,78.0,5,18.33,70,0,13,455,1859,BR HZ,0,M,0.0,0.00,29.31,30.02,3.2,19,3.9,Saturday,11,August,2007,22,25.56,0.64,842.4000000000001
2,2007-08-11,88,68,78.0,5,18.33,70,0,13,455,1859,BR HZ,M,M,M,0.00,29.38,30.00,3.1,20,3.9,Saturday,11,August,2007,20,25.56,0.64,842.4000000000001
1,2007-08-12,88,67,78.0,5,19.44,71,0,13,456,1858,TSRA,0,M,0.0,0.29,29.34,30.06,1.7,6,5.4,Sunday,12,August,2007,21,25.56,0.69,841.2
2,2007-08-12,87,68,78.0,5,19.44,70,0,13,456,1858,TSRA,M,M,M,0.23,29.40,30.04,1.9,6,6.6,Sunday,12,August,2007,19,25.56,0.69,841.2
1,2007-08-13,81,65,73.0,0,13.89,64,0, 8,457,1856,BR,0,M,0.0,0.00,29.39,30.11,6.2,6,6.9,Monday,13,August,2007,16,22.78,0.57,839.3999999999999
2,2007-08-13,80,69,75.0,0,12.22,63,0,10,457,1856, ,M,M,M,0.00,29.44,30.08,6.9,8,7.7,Monday,13,August,2007,11,23.89,0.48,839.3999999999999
1,2007-08-14,84,65,75.0,3,19.44,70,0,10,458,1855,TS TSRA RA BR,0,M,0.0,0.41,29.23,29.93,5.9,25,8.0,Tuesday,14,August,2007,19,23.89,0.76,838.2
2,2007-08-14,84,65,75.0,3,18.89,69,0,10,458,1855,TSRA RA BR,M,M,M,0.45,29.29,29.92,6.4,23,9.0,Tuesday,14,August,2007,19,23.89,0.74,838.2
1,2007-08-15,80,71,76.0,4,19.44,70,0,11,459,1854,TSRA RA BR,0,M,0.0,0.23,29.17,29.89,3.4,7,5.8,Wednesday,15,August,2007,9,24.44,0.74,836.9999999999999
2,2007-08-15,81,72,77.0,4,20.56,71,0,12,459,1854,TS TSRA RA BR,M,M,M,0.83,29.23,29.87,4.9,6,7.1,Wednesday,15,August,2007,9,25.0,0.76,836.9999999999999
1,2007-08-16,77,65,71.0,-1,17.78,67,0, 6,500,1852,BR,0,M,0.0,0.00,29.28,29.97,3.6,1,5.7,Thursday,16,August,2007,12,21.67,0.79,811.2
2,2007-08-16,77,67,72.0,-1,18.33,68,0, 7,500,1852,BR,M,M,M,0.00,29.33,29.95,3.5,1,5.7,Thursday,16,August,2007,10,22.22,0.79,811.2
1,2007-08-17,79,60,70.0,-2,12.22,61,0, 5,501,1851, ,0,M,0.0,0.00,29.41,30.10,5.9,32,6.8,Friday,17,August,2007,19,21.11,0.57,810.0000000000002
2,2007-08-17,80,65,73.0,-2,12.22,62,0, 8,501,1851, ,M,M,M,0.00,29.46,30.08,6.1,31,7.4,Friday,17,August,2007,15,22.78,0.51,810.0000000000002
1,2007-08-18,68,59,64.0,-8,12.22,58,1, 0,502,1849,RA,0,M,0.0,0.09,29.44,30.16,6.4,12,8.1,Saturday,18,August,2007,9,17.78,0.7,808.1999999999998
2,2007-08-18,69,60,65.0,-8,12.22,58,0, 0,502,1849,RA,M,M,M,0.42,29.48,30.15,6.1,13,7.0,Saturday,18,August,2007,9,18.33,0.68,808.1999999999998
1,2007-08-19,68,62,65.0,-6,16.67,64,0, 0,503,1848,TS RA BR,0,M,0.0,1.33,29.24,29.99,6.0,10,7.4,Sunday,19,August,2007,6,18.33,0.9,807.0
2,2007-08-19,69,62,66.0,-6,17.22,64,0, 1,503,1848,TS RA BR,M,M,M,1.33,29.30,29.98,5.5,10,7.5,Sunday,19,August,2007,7,18.89,0.9,807.0
1,2007-08-20,78,68,73.0,2,20.0,69,0, 8,504,1846,TSRA RA BR,0,M,0.0,0.91,29.15,29.87,0.5,12,5.7,Monday,20,August,2007,10,22.78,0.84,805.2000000000002
2,2007-08-20,76,68,72.0,2,20.56,70,0, 7,504,1846,TS TSRA RA BR HZ,M,M,M,0.48,29.21,29.85,2.4,20,5.9,Monday,20,August,2007,8,22.22,0.9,805.2000000000002
1,2007-08-21,87,69,78.0,7,21.11,72,0,13,505,1845,BR HZ,0,M,0.0,0,29.21,29.91,3.8,18,6.0,Tuesday,21,August,2007,18,25.56,0.76,804.0
2,2007-08-21,85,69,77.0,7,21.11,72,0,12,505,1845,BR,M,M,M,0.01,29.26,29.89,3.5,17,6.0,Tuesday,21,August,2007,16,25.0,0.79,804.0
1,2007-08-22,90,69,80.0,9,21.67,73,0,15,506,1843,TS TSRA RA,0,M,0.0,0.37,29.23,29.94,5.3,21,9.5,Wednesday,22,August,2007,21,26.67,0.74,802.2
2,2007-08-22,90,70,80.0,9,21.11,73,0,15,506,1843,TSRA RA BR,M,M,M,0.88,29.29,29.93,5.1,21,8.4,Wednesday,22,August,2007,20,26.67,0.72,802.2
1,2007-08-23,87,69,78.0,7,20.56,71,0,13,508,1842,TS TSRA RA BR VCTS,0,M,0.0,2.35,29.15,29.87,9.6,21,11.7,Thursday,23,August,2007,18,25.56,0.74,800.4000000000001
2,2007-08-23,89,70,80.0,7,20.56,71,0,15,508,1842,TS TSRA BR,M,M,M,1.96,29.21,29.86,6.7,21,9.1,Thursday,23,August,2007,19,26.67,0.69,800.4000000000001
1,2007-08-24,80,69,75.0,4,19.44,69,0,10,509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,Friday,24,August,2007,11,23.89,0.76,798.6
2,2007-08-24,81,69,75.0,4,19.44,69,0,10,509,1840,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,Friday,24,August,2007,12,23.89,0.76,798.6
1,2007-08-25,79,64,72.0,2,17.22,66,0, 7,510,1839,RA,0,M,0.0,0.34,29.23,29.93,3.0,36,5.6,Saturday,25,August,2007,15,22.22,0.73,797.4000000000001
2,2007-08-25,76,65,71.0,2,17.22,66,0, 6,510,1839,RA BR,M,M,M,0.25,29.29,29.91,2.4,3,6.4,Saturday,25,August,2007,11,21.67,0.76,797.4000000000001
1,2007-08-26,79,60,70.0,0,12.78,61,0, 5,511,1837, ,0,M,0.0,0.00,29.38,30.08,3.6,11,5.4,Sunday,26,August,2007,19,21.11,0.59,795.6
2,2007-08-26,78,61,70.0,0,12.78,62,0, 5,511,1837, ,M,M,M,0.00,29.44,30.07,3.7,11,4.6,Sunday,26,August,2007,17,21.11,0.59,795.6
1,2007-08-27,79,60,70.0,0,15.56,64,0, 5,512,1835, ,0,M,0.0,0.00,29.36,30.07,6.5,17,7.4,Monday,27,August,2007,19,21.11,0.71,793.8
2,2007-08-27,79,63,71.0,0,15.0,64,0, 6,512,1835, ,M,M,M,0.00,29.41,30.06,6.4,16,7.3,Monday,27,August,2007,16,21.67,0.66,793.8
1,2007-08-28,91,67,79.0,9,18.89,70,0,14,513,1834, ,0,M,0.0,0.00,29.28,29.99,9.0,20,9.5,Tuesday,28,August,2007,24,26.11,0.65,792.6000000000001
2,2007-08-28,90,69,80.0,9,18.33,70,0,15,513,1834, ,M,M,M,0.00,29.34,29.98,7.8,21,8.3,Tuesday,28,August,2007,21,26.67,0.6,792.6000000000001
1,2007-08-29,85,68,77.0,7,18.33,69,0,12,514,1832, ,0,M,0.0,0,29.34,30.04,5.6,3,8.2,Wednesday,29,August,2007,17,25.0,0.67,790.8000000000001
2,2007-08-29,86,69,78.0,7,17.78,69,0,13,514,1832, ,M,M,M,0,29.39,30.02,5.3,3,8.8,Wednesday,29,August,2007,17,25.56,0.62,790.8000000000001
1,2007-08-30,75,57,66.0,-4,12.22,60,0, 1,515,1831, ,0,M,0.0,0.00,29.47,30.18,9.1,2,9.9,Thursday,30,August,2007,18,18.89,0.65,789.5999999999999
2,2007-08-30,75,60,68.0,-4,12.22,61,0, 3,515,1831, ,M,M,M,0.00,29.51,30.15,10.8,3,10.9,Thursday,30,August,2007,15,20.0,0.61,789.5999999999999
1,2007-08-31,77,57,67.0,-2,11.11,59,0, 2,516,1829, ,0,M,0.0,0.00,29.47,30.19,3.9,4,5.2,Friday,31,August,2007,20,19.44,0.59,787.7999999999998
2,2007-08-31,76,57,67.0,-2,12.22,60,0, 2,516,1829, ,M,M,M,0.00,29.52,30.17,3.0,6,4.6,Friday,31,August,2007,19,19.44,0.63,787.7999999999998
1,2007-09-01,81,57,69.0,1,12.78,61,0, 4,517,1827, ,0,M,0.0,0.00,29.49,30.22,4.2,11,5.0,Saturday,1,September,2007,24,20.56,0.61,786.0
2,2007-09-01,79,60,70.0,1,13.33,62,0, 5,517,1827, ,M,M,M,0.00,29.54,30.20,4.4,11,4.4,Saturday,1,September,2007,19,21.11,0.61,786.0
1,2007-09-02,85,61,73.0,5,13.89,63,0, 8,518,1826, ,0,M,0.0,0.00,29.41,30.15,4.2,21,5.0,Sunday,2,September,2007,24,22.78,0.57,784.8000000000002
2,2007-09-02,84,62,73.0,5,13.33,63,0, 8,518,1826, ,M,M,M,0.00,29.47,30.13,4.8,21,6.0,Sunday,2,September,2007,22,22.78,0.55,784.8000000000002
1,2007-09-03,88,66,77.0,9,16.11,67,0,12,519,1824, ,0,M,0.0,0.00,29.36,30.09,2.0,27,5.8,Monday,3,September,2007,22,25.0,0.58,782.9999999999998
2,2007-09-03,88,64,76.0,9,16.11,67,0,11,519,1824, ,M,M,M,0.00,29.42,30.07,3.0,25,6.2,Monday,3,September,2007,24,24.44,0.6,782.9999999999998
1,2007-09-04,89,63,76.0,8,15.56,66,0,11,520,1822, ,0,M,0.0,0.00,29.28,30.00,2.8,22,4.3,Tuesday,4,September,2007,26,24.44,0.58,781.1999999999998
2,2007-09-04,90,67,79.0,8,15.0,67,0,14,520,1822, ,M,M,M,0.00,29.34,29.99,2.2,24,5.0,Tuesday,4,September,2007,23,26.11,0.5,781.1999999999998
1,2007-09-05,90,66,78.0,11,17.22,69,0,13,521,1821,RA,0,M,0.0,0,29.24,29.96,6.4,19,6.5,Wednesday,5,September,2007,24,25.56,0.6,780.0000000000001
2,2007-09-05,91,72,82.0,11,16.67,69,0,17,521,1821, ,M,M,M,0.00,29.31,29.94,6.4,19,6.7,Wednesday,5,September,2007,19,27.78,0.51,780.0000000000001
1,2007-09-06,82,73,78.0,11,19.44,70,0,13,522,1819,RA HZ,0,M,0.0,0.18,29.21,29.92,11.9,20,12.1,Thursday,6,September,2007,9,25.56,0.69,778.2
2,2007-09-06,84,74,79.0,11,18.89,70,0,14,522,1819,TSRA HZ,M,M,M,0.08,29.27,29.91,12.8,20,13.0,Thursday,6,September,2007,10,26.11,0.65,778.2
1,2007-09-07,84,70,77.0,10,20.0,70,0,12,523,1817,TSRA RA BR HZ,0,M,0.0,0.19,29.15,29.85,10.4,23,13.9,Friday,7,September,2007,14,25.0,0.74,776.4000000000001
2,2007-09-07,84,71,78.0,10,19.44,70,0,13,523,1817,TSRA RA BR HZ,M,M,M,0.67,29.21,29.84,9.5,23,13.0,Friday,7,September,2007,13,25.56,0.69,776.4000000000001
1,2007-09-08,78,64,71.0,5,13.89,63,0, 6,524,1815, ,0,M,0.0,0.00,29.30,30.00,6.0,5,7.2,Saturday,8,September,2007,14,21.67,0.61,774.5999999999999
2,2007-09-08,78,68,73.0,5,14.44,64,0, 8,524,1815, ,M,M,M,0.00,29.34,29.98,8.4,5,9.4,Saturday,8,September,2007,10,22.78,0.59,774.5999999999999
1,2007-09-09,80,63,72.0,6,15.0,63,0, 7,525,1814, ,0,M,0.0,0.00,29.36,30.06,9.2,3,9.9,Sunday,9,September,2007,17,22.22,0.64,773.4000000000001
2,2007-09-09,79,63,71.0,6,15.0,64,0, 6,525,1814, ,M,M,M,0.00,29.41,30.03,10.1,3,10.9,Sunday,9,September,2007,16,21.67,0.66,773.4000000000001
1,2007-09-10,74,54,64.0,-2,14.44,60,1, 0,526,1812,RA BR,0,M,0.0,0.36,29.30,30.04,7.2,2,9.0,Monday,10,September,2007,20,17.78,0.81,771.6000000000001
2,2007-09-10,73,55,64.0,-2,15.0,62,1, 0,526,1812,RA,M,M,M,0.25,29.34,30.01,7.4,3,9.7,Monday,10,September,2007,18,17.78,0.84,771.6000000000001
1,2007-09-11,71,50,61.0,-4,6.67,52,4, 0,527,1810, ,0,M,0.0,0,29.20,29.92,11.7,29,13.5,Tuesday,11,September,2007,21,16.11,0.54,769.8
2,2007-09-11,71,51,61.0,-4,6.67,52,4, 0,527,1810, ,M,M,M,0,29.26,29.91,12.1,29,13.7,Tuesday,11,September,2007,20,16.11,0.54,769.8
1,2007-09-12,67,46,57.0,-8,5.56,49,8, 0,528,1809, ,0,M,0.0,0.00,29.40,30.12,1.8,3,5.6,Wednesday,12,September,2007,21,13.89,0.57,768.6000000000001
2,2007-09-12,66,46,56.0,-8,6.11,50,9, 0,528,1809, ,M,M,M,0.00,29.46,30.11,1.9,5,6.0,Wednesday,12,September,2007,20,13.33,0.62,768.6000000000001
1,2007-09-13,78,50,64.0,-1,7.22,54,1, 0,529,1807, ,0,M,0.0,0.00,29.23,29.99,8.3,19,8.5,Thursday,13,September,2007,28,17.78,0.5,766.8000000000001
2,2007-09-13,79,53,66.0,-1,6.11,54,0, 1,529,1807, ,M,M,M,0.00,29.30,29.98,7.1,20,7.7,Thursday,13,September,2007,26,18.89,0.43,766.8000000000001
1,2007-09-14,66,45,56.0,-8,3.89,48,9, 0,530,1805, ,0,M,0.0,0.00,29.36,30.05,12.1,32,13.4,Friday,14,September,2007,21,13.33,0.53,765.0
2,2007-09-14,67,47,57.0,-8,4.44,49,8, 0,530,1805, ,M,M,M,0.00,29.41,30.04,11.7,32,13.0,Friday,14,September,2007,20,13.89,0.53,765.0
1,2007-09-15,61,39,50.0,-14,0.56,43,15, 0,531,1803, ,0,M,0.0,0.00,29.56,30.28,1.4,33,5.9,Saturday,15,September,2007,22,10.0,0.52,763.2000000000003
2,2007-09-15,62,42,52.0,-14,1.67,45,13, 0,531,1803, ,M,M,M,0.00,29.62,30.28,1.1,35,6.6,Saturday,15,September,2007,20,11.11,0.52,763.2000000000003
1,2007-09-16,71,44,58.0,-6,4.44,49,7, 0,532,1760, ,0,M,0.0,0.00,29.46,30.19,6.8,18,7.4,Sunday,16,September,2007,27,14.44,0.51,736.8
2,2007-09-16,72,49,61.0,-6,3.33,50,4, 0,532,1760, ,M,M,M,0.00,29.52,30.20,7.7,18,8.2,Sunday,16,September,2007,23,16.11,0.42,736.8
1,2007-09-17,80,52,66.0,2,9.44,57,0, 1,533,1758, ,0,M,0.0,0.00,29.39,30.12,11.7,17,12.1,Monday,17,September,2007,28,18.89,0.54,735.0
2,2007-09-17,80,55,68.0,2,8.89,57,0, 3,533,1758, ,M,M,M,0.00,29.46,30.12,10.6,17,11.0,Monday,17,September,2007,25,20.0,0.49,735.0
1,2007-09-18,88,63,76.0,12,14.44,65,0,11,535,1756, ,0,M,0.0,0.00,29.34,30.06,12.9,19,13.1,Tuesday,18,September,2007,25,24.44,0.54,732.5999999999999
2,2007-09-18,89,66,78.0,12,13.89,65,0,13,535,1756, ,M,M,M,0.00,29.41,30.05,12.5,19,12.8,Tuesday,18,September,2007,23,25.56,0.49,732.5999999999999
1,2007-09-19,84,65,75.0,12,15.0,65,0,10,536,1755, ,0,M,0.0,0.00,29.41,30.11,5.0,26,9.7,Wednesday,19,September,2007,19,23.89,0.58,731.4
2,2007-09-19,84,68,76.0,12,15.0,65,0,11,536,1755, ,M,M,M,0.00,29.47,30.09,3.5,25,9.0,Wednesday,19,September,2007,16,24.44,0.56,731.4
1,2007-09-20,78,60,69.0,7,15.0,63,0, 4,537,1753, ,0,M,0.0,0.00,29.39,30.12,5.3,7,6.6,Thursday,20,September,2007,18,20.56,0.7,729.6000000000001
